search key,type,source,predicted_relevance
heart transplant for chf,heart transplant,google_complete,1
heart transplant for dogs,heart transplant,google_complete,1
heart transplant for heart failure,heart transplant,google_complete,1
heart transplant for hfpef,heart transplant,google_complete,1
heart transplant for kids,heart transplant,google_complete,1
heart transplant foundation,heart transplant,google_complete,1
heart transplant from pig,heart transplant,google_complete,1
heart transplant from pig to human,heart transplant,google_complete,1
heart transplant games,heart transplant,google_complete,0
heart transplant georgia,heart transplant,google_complete,1
heart transplant gif,heart transplant,google_complete,0
heart transplant gift ideas,heart transplant,google_complete,0
heart transplant gifts,heart transplant,google_complete,0
heart transplant girl,heart transplant,google_complete,0
heart transplant girl in airplane,heart transplant,google_complete,0
heart transplant glasgow,heart transplant,google_complete,1
heart transplant golfer,heart transplant,google_complete,0
heart transplant graft failure,heart transplant,google_complete,1
heart transplant grants,heart transplant,google_complete,1
heart transplant green corridor,heart transplant,google_complete,1
heart transplant guidelines,heart transplant,google_complete,1
heart transplant guidelines ishlt,heart transplant,google_complete,1
heart transplant guidelines pdf,heart transplant,google_complete,1
heart transplant hawaii,heart transplant,google_complete,0
heart transplant heart failure,heart transplant,google_complete,1
heart transplant heart rate control,heart transplant,google_complete,1
heart transplant helicopter crash,heart transplant,google_complete,0
heart transplant history,heart transplant,google_complete,0
heart transplant hospital stay,heart transplant,google_complete,1
heart transplant hospitals,heart transplant,google_complete,1
heart transplant hospitals in florida,heart transplant,google_complete,1
heart transplant hospitals near me,heart transplant,google_complete,1
heart transplant houston,heart transplant,google_complete,1
heart transplant houston robot,heart transplant,google_complete,1
heart transplant how does it work,heart transplant,google_complete,1
heart transplant how long does it last,heart transplant,google_complete,1
heart transplant how long does it take,heart transplant,google_complete,1
heart transplant how many hours,heart transplant,google_complete,1
heart transplant icd 10,heart transplant,google_complete,1
heart transplant icd code,heart transplant,google_complete,1
heart transplant images,heart transplant,google_complete,0
heart transplant immunosuppression,heart transplant,google_complete,1
heart transplant immunosuppression drugs,heart transplant,google_complete,1
heart transplant in children,heart transplant,google_complete,1
heart transplant in houston,heart transplant,google_complete,1
heart transplant in india,heart transplant,google_complete,0
heart transplant in texas,heart transplant,google_complete,1
heart transplant in usa,heart transplant,google_complete,1
heart transplant in zambia,heart transplant,google_complete,0
heart transplant in zimbabwe,heart transplant,google_complete,0
heart transplant incision,heart transplant,google_complete,1
heart transplant indications,heart transplant,google_complete,1
heart transplant infection,heart transplant,google_complete,1
heart transplant information,heart transplant,google_complete,1
heart transplant inspirational quotes,heart transplant,google_complete,0
heart transplant inventor,heart transplant,google_complete,0
heart transplant jamaica,heart transplant,google_complete,0
heart transplant japan,heart transplant,google_complete,0
heart transplant japanese drama,heart transplant,google_complete,0
heart transplant jason gray stanford,heart transplant,google_complete,0
heart transplant jehovah's witness,heart transplant,google_complete,1
heart transplant jet,heart transplant,google_complete,0
heart transplant jewelry,heart transplant,google_complete,0
heart transplant jobs,heart transplant,google_complete,0
heart transplant johns hopkins,heart transplant,google_complete,1
heart transplant jokes,heart transplant,google_complete,0
heart transplant jokes one liners,heart transplant,google_complete,0
heart transplant journals,heart transplant,google_complete,1
heart transplant journey,heart transplant,google_complete,1
heart transplant journey instagram,heart transplant,google_complete,0
heart transplant kidney failure,heart transplant,google_complete,1
heart transplant kids,heart transplant,google_complete,1
heart transplant length,heart transplant,google_complete,1
heart transplant level 2,heart transplant,google_complete,1
heart transplant levels,heart transplant,google_complete,1
heart transplant life expectancy,heart transplant,google_complete,1
heart transplant life expectancy by age,heart transplant,google_complete,1
heart transplant life expectancy child,heart transplant,google_complete,1
heart transplant lifespan,heart transplant,google_complete,1
heart transplant list,heart transplant,google_complete,1
heart transplant list levels,heart transplant,google_complete,1
heart transplant list qualifications,heart transplant,google_complete,1
heart transplant list status 4,heart transplant,google_complete,1
heart transplant listing criteria,heart transplant,google_complete,1
heart transplant listing status,heart transplant,google_complete,1
heart transplant live,heart transplant,google_complete,1
heart transplant longest survivor,heart transplant,google_complete,1
heart transplant longevity,heart transplant,google_complete,1
heart transplant machine,heart transplant,google_complete,1
heart transplant machine name,heart transplant,google_complete,0
heart transplant mayo clinic,heart transplant,google_complete,1
heart transplant meaning,heart transplant,google_complete,1
heart transplant medical term,heart transplant,google_complete,1
heart transplant medications,heart transplant,google_complete,1
heart transplant meme,heart transplant,google_complete,0
heart transplant memories,heart transplant,google_complete,1
heart transplant minimally invasive,heart transplant,google_complete,1
heart transplant mortality rate,heart transplant,google_complete,1
heart transplant movie,heart transplant,google_complete,0
heart transplant movie romance,heart transplant,google_complete,0
heart transplant movies on netflix,heart transplant,google_complete,0
heart transplant mri safety,heart transplant,google_complete,1
heart transplant nba player,heart transplant,google_complete,0
heart transplant nclex questions,heart transplant,google_complete,1
heart transplant near me,heart transplant,google_complete,1
heart transplant nerve connections,heart transplant,google_complete,0
heart transplant nerves,heart transplant,google_complete,0
heart transplant netflix,heart transplant,google_complete,0
heart transplant netflix show,heart transplant,google_complete,0
heart transplant new memories,heart transplant,google_complete,1
heart transplant new orleans,heart transplant,google_complete,1
heart transplant new zealand,heart transplant,google_complete,0
heart transplant news,heart transplant,google_complete,1
heart transplant nj,heart transplant,google_complete,1
heart transplant no incision,heart transplant,google_complete,1
heart transplant novel,heart transplant,google_complete,0
heart transplant numbers by hospital,heart transplant,google_complete,1
heart transplant nurse,heart transplant,google_complete,1
heart transplant nutrition guidelines,heart transplant,google_complete,1
heart transplant one tree hill,heart transplant,google_complete,1
heart transplant openanesthesia,heart transplant,google_complete,1
heart transplant operation,heart transplant,google_complete,1
heart transplant operation success rate,heart transplant,google_complete,1
heart transplant operation time,heart transplant,google_complete,1
heart transplant options,heart transplant,google_complete,1
heart transplant or lvad,heart transplant,google_complete,1
heart transplant order of anastomosis,heart transplant,google_complete,1
heart transplant oregon,heart transplant,google_complete,1
heart transplant organization,heart transplant,google_complete,1
heart transplant origin,heart transplant,google_complete,0
heart transplant out,heart transplant,google_complete,1
heart transplant outcomes,heart transplant,google_complete,1
heart transplant outcomes by center,heart transplant,google_complete,1
heart transplant overseas,heart transplant,google_complete,0
heart transplant patient stories,heart transplant,google_complete,1
heart transplant patients,heart transplant,google_complete,1
heart transplant patients personality change,heart transplant,google_complete,1
heart transplant pediatric,heart transplant,google_complete,1
heart transplant per year,heart transplant,google_complete,1
heart transplant personality change,heart transplant,google_complete,1
heart transplant photo,heart transplant,google_complete,0
heart transplant pig,heart transplant,google_complete,1
heart transplant pioneer,heart transplant,google_complete,0
heart transplant precautions,heart transplant,google_complete,1
heart transplant priority list,heart transplant,google_complete,1
heart transplant procedure,heart transplant,google_complete,1
heart transplant procedure step by step,heart transplant,google_complete,1
heart transplant process,heart transplant,google_complete,1
heart transplant prognosis,heart transplant,google_complete,1
heart transplant program,heart transplant,google_complete,1
heart transplant qatar,heart transplant,google_complete,0
heart transplant qualifications,heart transplant,google_complete,1
heart transplant quality indicators,heart transplant,google_complete,1
heart transplant quality of life,heart transplant,google_complete,1
heart transplant queensland,heart transplant,google_complete,0
heart transplant questions,heart transplant,google_complete,1
heart transplant quiz,heart transplant,google_complete,0
heart transplant quora,heart transplant,google_complete,1
heart transplant quotes,heart transplant,google_complete,0
heart transplant recipient,heart transplant,google_complete,1
heart transplant recovery,heart transplant,google_complete,1
heart transplant recovery time,heart transplant,google_complete,1
heart transplant recovery timeline,heart transplant,google_complete,1
heart transplant rejection,heart transplant,google_complete,1
heart transplant rejection icd 10,heart transplant,google_complete,1
heart transplant rejection rate,heart transplant,google_complete,1
heart transplant rejection stages,heart transplant,google_complete,1
heart transplant rejection symptoms,heart transplant,google_complete,1
heart transplant rejection treatment,heart transplant,google_complete,1
heart transplant requirements,heart transplant,google_complete,1
heart transplant ribbon,heart transplant,google_complete,1
heart transplant ribbon color,heart transplant,google_complete,1
heart transplant risk,heart transplant,google_complete,1
heart transplant robotic,heart transplant,google_complete,1
heart transplant scar,heart transplant,google_complete,1
heart transplant status,heart transplant,google_complete,1
heart transplant status 4 wait time,heart transplant,google_complete,1
heart transplant status icd 10,heart transplant,google_complete,1
heart transplant status levels,heart transplant,google_complete,1
heart transplant status z code,heart transplant,google_complete,1
heart transplant status z94 1,heart transplant,google_complete,1
heart transplant success rate,heart transplant,google_complete,1
heart transplant surgeon,heart transplant,google_complete,1
heart transplant surgeon salary,heart transplant,google_complete,1
heart transplant surgery,heart transplant,google_complete,1
heart transplant surgery success rate,heart transplant,google_complete,1
heart transplant surgery survival rate,heart transplant,google_complete,1
heart transplant surgery time,heart transplant,google_complete,1
heart transplant surgery video,heart transplant,google_complete,1
heart transplant survival rate,heart transplant,google_complete,1
heart transplant survival rate 10 years,heart transplant,google_complete,1
heart transplant t shirts,heart transplant,google_complete,0
heart transplant tattoo,heart transplant,google_complete,0
heart transplant tattoo ideas,heart transplant,google_complete,0
heart transplant team,heart transplant,google_complete,1
heart transplant technique,heart transplant,google_complete,1
heart transplant texas,heart transplant,google_complete,1
heart transplant through abdomen,heart transplant,google_complete,1
heart transplant through neck,heart transplant,google_complete,0
heart transplant through preperitoneal space,heart transplant,google_complete,1
heart transplant time,heart transplant,google_complete,1
heart transplant time frame,heart transplant,google_complete,1
heart transplant timeline,heart transplant,google_complete,0
heart transplant transport,heart transplant,google_complete,1
heart transplant transport box,heart transplant,google_complete,1
heart transplant types,heart transplant,google_complete,1
heart transplant uae,heart transplant,google_complete,0
heart transplant ucla,heart transplant,google_complete,1
heart transplant ucsd,heart transplant,google_complete,1
heart transplant ucsf,heart transplant,google_complete,1
heart transplant uk,heart transplant,google_complete,0
heart transplant uk criteria,heart transplant,google_complete,1
heart transplant uk hospitals,heart transplant,google_complete,1
heart transplant unit,heart transplant,google_complete,1
heart transplant unit golden jubilee,heart transplant,google_complete,0
heart transplant unit volunteer,heart transplant,google_complete,1
heart transplant unos status,heart transplant,google_complete,1
heart transplant usa,heart transplant,google_complete,1
heart transplant usa cost,heart transplant,google_complete,1
heart transplant using pig heart,heart transplant,google_complete,1
heart transplant using robot,heart transplant,google_complete,1
heart transplant vaccine requirements,heart transplant,google_complete,1
heart transplant vagus nerve,heart transplant,google_complete,1
heart transplant vagus nerve cut,heart transplant,google_complete,1
heart transplant vanderbilt,heart transplant,google_complete,1
heart transplant vasculopathy,heart transplant,google_complete,1
heart transplant video,heart transplant,google_complete,0
heart transplant video animation,heart transplant,google_complete,0
heart transplant video for kids,heart transplant,google_complete,0
heart transplant video youtube,heart transplant,google_complete,0
heart transplant volume,heart transplant,google_complete,1
heart transplant volume by center,heart transplant,google_complete,1
heart transplant vs artificial heart,heart transplant,google_complete,1
heart transplant vs bypass surgery,heart transplant,google_complete,1
heart transplant vs lvad,heart transplant,google_complete,1
heart transplant vs open heart surgery,heart transplant,google_complete,1
heart transplant vs pacemaker,heart transplant,google_complete,1
heart transplant wait time,heart transplant,google_complete,1
heart transplant waiting list,heart transplant,google_complete,1
heart transplant waiting list by state,heart transplant,google_complete,1
heart transplant waiting list criteria,heart transplant,google_complete,1
heart transplant waiting list statistics,heart transplant,google_complete,1
heart transplant waiting list status,heart transplant,google_complete,1
heart transplant waiting list texas,heart transplant,google_complete,1
heart transplant waiting list time,heart transplant,google_complete,1
heart transplant wikipedia,heart transplant,google_complete,1
heart transplant with pig heart,heart transplant,google_complete,1
heart transplant with robot,heart transplant,google_complete,1
heart transplant without blood transfusion,heart transplant,google_complete,1
heart transplant without incision,heart transplant,google_complete,1
heart transplant without open heart surgery,heart transplant,google_complete,1
heart transplant without opening chest,heart transplant,google_complete,1
heart transplant x ray,heart transplant,google_complete,1
heart transplant xmas movie,heart transplant,google_complete,0
heart transplant yale,heart transplant,google_complete,1
heart transplant yashoda hospital,heart transplant,google_complete,0
heart transplant year,heart transplant,google_complete,1
heart transplant years of life,heart transplant,google_complete,1
heart transplant young,heart transplant,google_complete,1
heart transplant young patient,heart transplant,google_complete,1
heart transplant youtube,heart transplant,google_complete,0
heart transplant zbigniew religa,heart transplant,google_complete,0
heart transplantation,heart transplant,google_complete,1
heart transplanter minecraft,heart transplant,google_complete,0
how heart transplant is done,heart transplant,google_complete,1
how heart transplant is possible,heart transplant,google_complete,1
how heart transplant works,heart transplant,google_complete,1
how long can you live with a transplant heart,heart transplant,google_complete,1
how long heart transplant last,heart transplant,google_complete,1
how long heart transplant surgery,heart transplant,google_complete,1
how many heart transplant done in india,heart transplant,google_complete,0
how many heart transplant in india,heart transplant,google_complete,0
how many heart transplants are successful,heart transplant,google_complete,1
how many heart transplants can a person have,heart transplant,google_complete,1
how many heart transplants david rockefeller,heart transplant,google_complete,0
how many heart transplants did rockefeller have,heart transplant,google_complete,0
how many heart transplants per year,heart transplant,google_complete,1
how much heart transplant surgery cost,heart transplant,google_complete,1
jacc heart transplant,heart transplant,google_complete,0
movie where heart transplant,heart transplant,google_complete,0
short heart transplant quotes,heart transplant,google_complete,0
what causes heart transplant,heart transplant,google_complete,1
what country pioneered heart transplant surgery,heart transplant,google_complete,0
what does heart transplant cost,heart transplant,google_complete,1
what happens after heart transplant,heart transplant,google_complete,1
what happens if heart transplant is rejected,heart transplant,google_complete,1
what is a heart transplant and why is it done,heart transplant,google_complete,1
what is heart transplant in hindi,heart transplant,google_complete,0
what is heart transplant rejection,heart transplant,google_complete,1
what is heart transplant success rate,heart transplant,google_complete,1
what is heart transplant surgery,heart transplant,google_complete,1
what is heart transplant survival rate,heart transplant,google_complete,1
what is orthotopic heart transplant,heart transplant,google_complete,1
what needs heart transplant,heart transplant,google_complete,1
what of heart transplants are successful,heart transplant,google_complete,1
what percentage of heart transplants are successful,heart transplant,google_complete,1
when did first heart transplant,heart transplant,google_complete,0
when did heart transplants become common,heart transplant,google_complete,0
when did heart transplants start,heart transplant,google_complete,0
when do heart transplants take place,heart transplant,google_complete,1
when first heart transplant,heart transplant,google_complete,0
when heart transplant,heart transplant,google_complete,1
when heart transplant is needed,heart transplant,google_complete,1
when is heart transplant done,heart transplant,google_complete,1
when is national heart transplant day,heart transplant,google_complete,1
when to do heart transplant,heart transplant,google_complete,1
when was cheney's heart transplant,heart transplant,google_complete,0
when was first heart transplant done in india,heart transplant,google_complete,0
when was first heart transplant in us,heart transplant,google_complete,0
when was heart transplant discovered,heart transplant,google_complete,0
when was heart transplant first performed,heart transplant,google_complete,0
when was heart transplant invented,heart transplant,google_complete,0
where are heart transplants done,heart transplant,google_complete,1
where do heart transplants come from,heart transplant,google_complete,0
where do hearts for heart transplants come from,heart transplant,google_complete,0
where do people get heart transplants,heart transplant,google_complete,1
where first heart transplant,heart transplant,google_complete,0
where is heart transplant surgery,heart transplant,google_complete,1
where to get heart transplant,heart transplant,google_complete,1
where was first heart transplant done,heart transplant,google_complete,0
where was first heart transplant georgia,heart transplant,google_complete,0
where was first heart transplant in uk,heart transplant,google_complete,0
where was first heart transplant in us,heart transplant,google_complete,0
where was first successful heart transplant,heart transplant,google_complete,0
where was heart transplant invented,heart transplant,google_complete,0
who did first heart transplant,heart transplant,google_complete,0
who did first heart transplant in india,heart transplant,google_complete,0
who did first heart transplant in world,heart transplant,google_complete,0
who discovered heart transplantation,heart transplant,google_complete,0
who do heart transplant,heart transplant,google_complete,1
who first heart transplant,heart transplant,google_complete,0
who first heart transplant in india,heart transplant,google_complete,0
who had first heart transplant,heart transplant,google_complete,0
who invented heart transplant,heart transplant,google_complete,0
who made first heart transplant,heart transplant,google_complete,0
who needs heart transplant,heart transplant,google_complete,1
who performed first heart transplant,heart transplant,google_complete,0
who performed heart transplant,heart transplant,google_complete,0
who qualifies for heart transplant,heart transplant,google_complete,1
who was first heart transplant patient,heart transplant,google_complete,0
why do heart transplants fail,heart transplant,google_complete,1
why does heart transplant work,heart transplant,google_complete,1
why does the body reject heart transplants,heart transplant,google_complete,1
why get a heart transplant,heart transplant,google_complete,1
why heart transplant is done,heart transplant,google_complete,1
why heart transplant is needed,heart transplant,google_complete,1
why heterotopic heart transplant,heart transplant,google_complete,1
why is a heart transplant possible,heart transplant,google_complete,1
why is heart transplant helpful,heart transplant,google_complete,1
why is heart transplant important,heart transplant,google_complete,1
why pig heart transplant,heart transplant,google_complete,1
why was heart transplant invented,heart transplant,google_complete,0
xeno heart transplant,heart transplant,google_complete,1
xenogeneic heart transplant,heart transplant,google_complete,1
xenograft heart transplant,heart transplant,google_complete,1
xenotransplantation heart transplant,heart transplant,google_complete,1
xtransplant,heart transplant,google_complete,0
xvivo heart transplant,heart transplant,google_complete,1
zayn heart transplant,heart transplant,google_complete,0
zbigniew heart transplant,heart transplant,google_complete,0
zoe heart transplant svu,heart transplant,google_complete,1
zofran heart transplant,heart transplant,google_complete,0
zooplastic heart transplant,heart transplant,google_complete,1
