video_id,is_understandable,is_predicted,label,is_predicted_human
03jZdOzvjSc,1,0,0.0,0.0
07wh0brpo4Y,1,0,1.0,1.0
0ArMA5zGgI8,0,0,1.0,1.0
0F9qXbzbNxw,1,0,1.0,1.0
0P6_5xqg2Wg,1,0,1.0,1.0
0UvOSHJz7U0,1,0,0.0,0.0
0WnbzT7kMCI,1,0,1.0,1.0
0lZy8RGZKZc,1,0,1.0,1.0
0thYaTW8blU,0,0,1.0,1.0
13X23gF0K_4,1,0,1.0,0.0
14m0iXpHVAU,1,0,1.0,0.0
18bGEw0uyAU,1,0,1.0,1.0
19KrsHv1OQw,1,0,0.0,0.0
1A51_BQpTUU,1,0,0.0,0.0
1DmX43HtkEE,1,0,1.0,1.0
1G5Kkl_xjFY,1,0,1.0,0.0
1Gj6Sc0WjwM,0,0,1.0,1.0
1IauflS1rR0,0,0,1.0,0.0
1IjYsYT6KmQ,1,0,0.0,0.0
1PtxaxcPnGc,0,0,0.0,0.0
1V55BPw5Bp8,1,0,1.0,1.0
1oAlSo_hjl4,0,0,1.0,1.0
24v2zQHZUAE,0,0,1.0,0.0
2n4gXcZ1CMc,0,0,0.0,0.0
2zy9LV6ARSI,1,0,0.0,0.0
30O9u8iC51g,1,0,1.0,0.0
33GSIeWCkIY,1,0,1.0,1.0
3701tC_7yYQ,1,0,0.0,1.0
3BXyPWii8l4,1,0,1.0,1.0
3Fker8Nmd5Y,1,0,1.0,0.0
48e5swYBT_Y,0,0,1.0,1.0
4JOucJhWvJU,1,0,1.0,1.0
4UUyBAeVmQk,1,0,0.0,0.0
4nRfuf13vS4,1,0,1.0,1.0
4tTwjfZs3u8,1,0,1.0,0.0
52eMwhf8UfI,1,0,1.0,1.0
5AR_Ol_jRp4,1,0,1.0,1.0
5KBzsvpvMME,1,0,1.0,1.0
5Oo9Q6Iot4Y,0,0,1.0,1.0
5PfTJoKghrA,0,0,1.0,1.0
5SfrGDLMibg,1,0,1.0,1.0
5tqFHJOQAdA,1,0,1.0,1.0
63KXp9pZzRA,1,0,1.0,1.0
65GPXjCQVr4,0,0,1.0,1.0
6JFWJg3zK_c,1,0,1.0,1.0
6OLPl4Y7wr4,1,0,1.0,1.0
6m0yPWY-2yI,1,0,1.0,1.0
6obZRepfzGY,1,0,1.0,0.0
6zP1g_Y_wSo,1,0,0.0,0.0
7-48ZeOTvc4,1,0,1.0,1.0
70rHlebV5Sk,1,0,1.0,1.0
7557lkCmhB8,1,0,1.0,1.0
785pviCyFq0,0,0,1.0,1.0
7mLsUVfrLsU,1,0,1.0,1.0
7rNl8gAh0Hg,0,0,1.0,1.0
86Iy9c8rSP0,1,0,0.0,0.0
8NZ8bqBIXCg,1,0,1.0,1.0
8d5q835TOok,1,0,1.0,1.0
8o9kupaKef8,1,0,1.0,1.0
8r0zH7wXpAE,1,0,1.0,1.0
8uLx9drXbkA,1,0,0.0,0.0
8ufoR2cQ04g,1,0,1.0,0.0
8zo5F5CBAuw,1,0,1.0,1.0
98f_BaEpDeI,1,0,1.0,1.0
98qvFKR8OmQ,1,0,1.0,0.0
9ARbCXTd8Xk,1,0,1.0,1.0
9ItbKVrDOtQ,1,0,1.0,0.0
9P9l2hlx9z4,1,0,1.0,1.0
9Q4V7rgIaZ8,0,0,1.0,1.0
9U4KgYToIGQ,1,0,1.0,1.0
9WAD1YM5R14,1,0,1.0,0.0
9aT6yQ-bB0Q,1,0,1.0,1.0
9p1Erx1aaTg,1,0,1.0,1.0
9rDdZmjRZkw,1,0,1.0,1.0
9tt-HuJRIIQ,1,0,1.0,0.0
A6NgXuT5r4w,1,0,1.0,1.0
AEraZlRsee8,1,0,1.0,1.0
AInty1Lqt38,1,0,1.0,1.0
ANkwvm5FTM4,1,0,1.0,1.0
ASKTLgW6qZY,0,0,1.0,1.0
AZamWR7goMA,0,0,1.0,1.0
AdoCD7D70C4,1,0,1.0,1.0
AgQRJyImzB0,1,0,1.0,1.0
ArD4wIAZtxI,1,0,1.0,0.0
B0kl43FJ-Z0,1,0,1.0,1.0
B5V1u1hw-So,1,0,1.0,1.0
BWzLIXx50Jo,1,0,1.0,1.0
BgAHWZpX9z8,0,0,1.0,1.0
Bm20QPadcYY,1,0,1.0,1.0
Br2kK9zRJvs,1,0,1.0,1.0
Budd2Zal5yo,1,0,1.0,1.0
BxIWsry7M5E,1,0,1.0,1.0
C4dTWec3gU0,1,0,1.0,1.0
CGCJ-9khUi8,1,0,1.0,1.0
CKuDzOPcX9k,1,0,1.0,1.0
CNNDf8mfm5U,1,0,1.0,1.0
COgIvTpH8gA,1,0,1.0,1.0
COyT0aiMew8,1,0,1.0,1.0
CaPxqmkBDEg,1,0,0.0,0.0
Cbdza83BpoI,0,0,1.0,1.0
CqeNdL_qJEg,0,0,1.0,0.0
CsI4-jt4Azw,0,0,1.0,1.0
Cw5L0dNvzOU,1,0,1.0,1.0
CzFZ_7TeBuA,0,0,0.0,1.0
D0RxVf_AkMM,1,0,1.0,1.0
DAeC0xpGCW0,1,0,1.0,1.0
DXOEeZAVtvw,1,0,1.0,1.0
DZcIPQH3KGw,0,0,1.0,1.0
DdI4nRCs_bo,0,0,1.0,1.0
DgJMRaz3xrM,1,0,1.0,1.0
DjTC8drkMEE,0,0,1.0,0.0
E9Dnyym6a94,0,0,0.0,0.0
EK7Fq2gkFrQ,0,0,1.0,1.0
EQi6UZiM1gs,1,0,1.0,1.0
EkX4pNVMCBE,0,0,1.0,1.0
F-8lzH8N4JI,1,0,1.0,1.0
FOe0sdZY9pw,1,0,1.0,1.0
FX81RhxachU,0,0,1.0,1.0
Fc6ByVtSS_4,1,0,1.0,1.0
Fswo4AeJIhs,1,0,1.0,1.0
G6kllCOE2CU,0,0,1.0,1.0
GHyF9JuWE6Q,0,0,0.0,0.0
GI1xcZpgacQ,0,0,1.0,1.0
GJ_g6aDAx9k,0,0,1.0,0.0
GM6xoBoJl3I,0,0,1.0,1.0
GVMLtd8qlhk,1,0,1.0,1.0
GXyEZXJCoYc,1,0,0.0,0.0
GYW_SJI7ZM8,1,0,1.0,1.0
GeMEopvNJUM,1,0,1.0,0.0
GuC9g07ibOA,1,0,1.0,1.0
H-AQlFdTbpE,1,0,1.0,1.0
HBeaaPlf3RA,1,0,1.0,1.0
HGeInTptfyU,1,0,1.0,0.0
HLF1xHP1LkE,0,0,1.0,1.0
HS7-ZbgyLNE,1,0,1.0,1.0
HTGtbOJwpvE,1,0,1.0,1.0
HXs-cf8MmxE,1,0,1.0,1.0
He5CK7WuP5g,0,0,0.0,1.0
HggDQUjOnDQ,0,0,0.0,0.0
Hjnd67MKhy0,1,0,1.0,0.0
HlzfMdkhhUc,1,0,1.0,1.0
IFLM_lpiS70,1,0,0.0,0.0
INg0mUbL-KM,0,0,1.0,1.0
IZY8JJVtZZI,1,0,1.0,1.0
Icfpi6Qaq-4,1,0,1.0,1.0
IhspMb22a8Y,1,0,1.0,1.0
Iiahn13BpYc,1,0,1.0,1.0
IkBMQ2QTmfc,1,0,1.0,0.0
InILJ1v28_o,0,0,1.0,1.0
IpT4OGpGLJs,1,0,1.0,1.0
IqRI-xmfaEI,0,0,1.0,1.0
JW3JyccEXRI,1,0,1.0,1.0
JXFNPGefVWQ,1,0,1.0,1.0
JY8Dp1pKx1U,1,0,1.0,0.0
Ja3qDHvAXnU,0,0,0.0,0.0
JgNVhHRw3tc,1,0,1.0,1.0
JpK-Dm9Nfvs,1,0,0.0,1.0
K-eWKuRYTqI,1,0,1.0,1.0
KIvYlZ_HaEA,0,0,1.0,0.0
KNfAkgnIcH4,1,0,1.0,1.0
KO5rysVqEiA,0,0,1.0,1.0
KOcQZO-f4GU,1,0,1.0,1.0
KcfMNgIn8hU,0,0,1.0,1.0
Ke-PedBEhpk,1,0,1.0,0.0
L-rg9cjtczE,1,0,1.0,1.0
L12Pkx92_jI,1,0,1.0,1.0
L6SWwPQCHGo,1,0,1.0,1.0
L93yQnr7u3c,1,0,1.0,1.0
LZH5EQAfBVY,0,0,0.0,0.0
Lk-w_0EHJWM,1,0,1.0,1.0
Lp1eghw7_7Q,1,0,1.0,0.0
LpiytTB4ZG4,1,0,1.0,0.0
M35LQVSiSAc,1,0,1.0,1.0
M8vbbBJOMN0,0,0,1.0,1.0
MeSYFx7ends,1,0,1.0,0.0
Meb8L-r4opY,1,0,0.0,1.0
MlqpG3kNSL8,1,0,0.0,1.0
Mntqfw1i-uY,1,0,1.0,1.0
Mx6V-iaAB38,1,0,1.0,1.0
N7kj0sfe6og,1,0,1.0,0.0
NGr8q36Cmj8,1,0,0.0,0.0
NbACs_Zcwg4,1,0,1.0,1.0
NehoHiO3zf0,0,0,1.0,1.0
O298tg7_GQs,0,0,1.0,0.0
OkHESl_I2O8,1,0,1.0,0.0
OvLewvY40hI,1,0,1.0,1.0
OxxUAx0Xd6o,1,0,1.0,1.0
PLDHbo9nQGY,0,0,1.0,0.0
PQPtiFviAE8,0,0,1.0,1.0
PT5cFR296-w,0,0,1.0,1.0
PVIR54vAFAU,0,0,1.0,1.0
PdMJ9HYxkck,1,0,1.0,1.0
Q75-R4EMtZI,1,0,0.0,0.0
QHlhAhx4Ur4,0,0,1.0,1.0
QPj6e1aqiB0,1,0,1.0,0.0
QXOLqAlW1SM,1,0,1.0,1.0
QapEAECWcJY,1,0,1.0,0.0
QcCt6FqxHxU,1,0,1.0,1.0
QcQv5RQJQ9k,0,0,1.0,1.0
QijkFzZbKXQ,1,0,1.0,1.0
QwAk_NS7vsg,0,0,1.0,1.0
R-8uTWg3W_Q,1,0,1.0,1.0
R7LPQeoYK2o,1,0,1.0,1.0
R9_egq0pplg,1,0,1.0,1.0
RLz_PVzRb8o,1,0,1.0,0.0
RN5DPqzFUr8,1,0,1.0,1.0
Ra_OdIPXdqE,1,0,1.0,0.0
RiP3m1Cyb1s,1,0,1.0,1.0
Ry0qIblD2UI,1,0,1.0,1.0
S3CegUhEd7Y,1,0,1.0,0.0
SDkAO6Fom2w,0,0,1.0,1.0
SFmFFe-j0xg,0,0,1.0,1.0
SVO_Ud-glMU,1,0,1.0,1.0
SW4AAakdQaw,1,0,1.0,1.0
ScdYA0wPRtY,1,0,1.0,1.0
SdH-IhgHD8U,1,0,1.0,0.0
ShQNrFfEYYs,1,0,1.0,0.0
SjWoT6sLPuE,1,0,1.0,1.0
Sjb_4xlY5qc,1,0,1.0,1.0
Smx4xkaDc44,0,0,1.0,1.0
Sr4ybaI4y6M,1,0,0.0,0.0
SuHkwjqlGEg,1,0,0.0,0.0
T-qbU2zTxnY,1,0,1.0,1.0
T0laUsimLXY,1,0,1.0,1.0
T6hgivizb-w,0,0,1.0,1.0
TPvySQ_2Zdw,1,0,1.0,1.0
TUBCkIhbEjw,0,0,1.0,1.0
TdyMv9W_ylo,1,0,1.0,1.0
TelxHyKXGgw,1,0,1.0,0.0
TmMx4mR6j1M,1,0,1.0,1.0
TqUuWeuxfqM,1,0,1.0,1.0
Ty30wkqXCVg,1,0,1.0,1.0
TyEzeuQQCJM,1,0,1.0,1.0
U81bIyELvL4,0,0,1.0,1.0
U8ZVlKI_yoA,1,0,1.0,0.0
U8rCoDiRaxY,1,0,1.0,1.0
UG5B9lQRojc,0,0,1.0,1.0
UOe4tcUhbQI,1,0,1.0,0.0
UrqV88cG1J0,0,0,1.0,1.0
V0yazJUTlb4,0,0,0.0,0.0
V3O_FpF4ggo,0,0,1.0,0.0
VF2pOnkAiZI,1,0,1.0,1.0
VIe3FDl2jDI,1,0,1.0,1.0
VOfqGYNxFs4,0,0,1.0,0.0
VSpY0JcwsD8,1,0,1.0,1.0
V_I6Q56vtjE,1,0,0.0,0.0
VdXEUCrhN9g,1,0,1.0,1.0
Vlc0eq9nkc8,1,0,0.0,1.0
VpSQoQK_Wek,1,0,1.0,0.0
VtZ4lJoK3j0,1,0,1.0,1.0
VyAyufp2OAI,1,0,1.0,1.0
WAHODYvSdok,1,0,1.0,1.0
WK9aqBlm6cc,0,0,1.0,1.0
WOtNMjgedcA,1,0,1.0,1.0
WR_MYsYtikg,0,0,1.0,1.0
WSEJPSyRYTY,1,0,1.0,1.0
WUUc_hPPgzc,1,0,1.0,1.0
WZxopWCd9C0,1,0,1.0,0.0
WdNQI2SK0PY,1,0,1.0,1.0
XV-pGEY4rxc,0,0,1.0,0.0
XWO5HKe7rzg,1,0,1.0,1.0
Xa-iEHml8nc,1,0,0.0,0.0
XeeNUMwRT1M,1,0,1.0,1.0
XozS9XFplVw,1,0,1.0,1.0
XpUijCAYIuQ,0,0,1.0,1.0
Xpgx5u-1Ar0,1,0,1.0,1.0
Xr3-oq8VQqk,0,0,1.0,1.0
Y7oLbQk9fQA,1,0,1.0,1.0
YABUfXWhEmU,1,0,0.0,1.0
YJwkoX7KoOA,1,0,0.0,0.0
YTVv5WpB0Jw,1,0,1.0,1.0
Yh90qkuZXAA,1,0,1.0,1.0
Ym98DXY-Nys,1,0,1.0,1.0
YydNvpjjijw,1,0,1.0,1.0
Z6-ir-0Uee8,0,0,1.0,1.0
ZC1bOFYoSfY,1,0,1.0,1.0
ZCpSiSS0Yv4,0,0,1.0,0.0
ZHX-j2ldBak,1,0,1.0,1.0
ZXqnSAxv99M,1,0,1.0,0.0
Z_Jubdde7_s,0,0,0.0,1.0
Zc6soBlDwW8,0,0,1.0,1.0
ZtWIXHzYfZ0,1,0,1.0,1.0
Ztb_992bNfg,1,0,1.0,1.0
_48-eWGtSZ8,1,0,1.0,0.0
_81nEFqWdgA,1,0,1.0,1.0
_O5QMKm4-Ik,0,0,1.0,1.0
_PxV6FPN9XU,1,0,1.0,1.0
_VvXw6YZQTQ,0,0,1.0,1.0
_o8JiiaCapU,1,0,1.0,1.0
_uYUiRBrAMk,1,0,1.0,1.0
_xiEFSWAkyU,1,0,1.0,1.0
a2kpXjTNMBE,1,0,1.0,1.0
aGjEeLsL2V0,0,0,1.0,1.0
aS3XEPPfNtU,1,0,1.0,0.0
aSOwRnQNE_A,1,0,1.0,1.0
acFsqewZenI,1,0,1.0,1.0
auSvtbHqszc,1,0,1.0,1.0
awC12PFFUuM,1,0,1.0,0.0
b37_YcMwAo0,0,0,1.0,1.0
b5i_SCogaWI,0,0,1.0,1.0
b5y-wVFruQQ,1,0,1.0,1.0
bWihl0bVrXQ,1,0,1.0,1.0
bikANJjzz8o,1,0,1.0,1.0
bui9u_mKOQw,1,0,1.0,1.0
bzPYA45fK8A,1,0,1.0,1.0
c2S3nrwOPPE,1,0,1.0,1.0
cGuxBtvBl3I,1,0,1.0,1.0
cUQXqZObNzM,0,0,1.0,1.0
cVSSdly_m7A,1,0,1.0,0.0
cWbZbyLmY5Q,0,0,0.0,0.0
ch1ox9oDLW8,0,0,0.0,1.0
d-hQhkCaNYU,1,0,1.0,1.0
d46WEOlnuVg,1,0,1.0,0.0
dAvuvO1Tayg,1,0,1.0,1.0
dCWP4gTn2k4,1,0,1.0,1.0
daF-YzBeF3M,0,0,1.0,1.0
deVJLKXv64M,0,0,1.0,1.0
dm5IRDCAr0Q,1,0,1.0,1.0
eE1N5wKmeAA,1,0,1.0,1.0
eOvY4ZOZiBI,1,0,1.0,1.0
edZkmdG0IAQ,1,0,1.0,1.0
eh6Q8pneY3U,1,0,1.0,1.0
ejxXGSDMeGQ,0,0,1.0,1.0
evUJXU4filI,0,0,1.0,1.0
f-Uf0XUMqO0,0,0,0.0,0.0
fHe-sw4yWhk,1,0,1.0,1.0
fJo3K-Ad6os,1,0,1.0,1.0
fKyzKlYGZhA,1,0,1.0,0.0
fLjaSApoDac,1,0,1.0,1.0
fMuGNy2oCzI,1,0,0.0,0.0
fPyS5ma_7rM,1,0,1.0,0.0
fknL-Kxk2AE,1,0,1.0,1.0
gD-MmdNumI8,1,0,1.0,1.0
gDICuN4uZdE,1,0,1.0,1.0
gJkemKXDM4w,1,0,1.0,1.0
gOGDlasUm0Q,1,0,1.0,1.0
gOLAVmFflgg,0,0,1.0,0.0
gSu_0TWRKTM,1,0,1.0,1.0
gU2W5T9CCzo,1,0,1.0,1.0
go13gzfx4sg,1,0,1.0,1.0
gpGlNOt8kxc,1,0,1.0,1.0
gt-AVLJGYnA,1,0,1.0,0.0
h2apXuz3ZXA,1,0,0.0,1.0
h3fHBq9Ez1Q,0,0,1.0,1.0
h6l3CB3boLA,1,0,1.0,0.0
h8pZlSo9q7o,1,0,1.0,1.0
h94zLqrxU4U,1,0,1.0,1.0
hHFvwBXy3uU,1,0,1.0,1.0
hPaxCgWMlkU,1,0,1.0,1.0
hRu-N4O-RY0,1,0,1.0,1.0
hVG4af995EU,1,0,1.0,1.0
huXg7JJwjfQ,1,0,1.0,1.0
hxgPkmy6BN4,1,0,1.0,1.0
i5y5SlctuJE,1,0,1.0,1.0
iB4hAHyAByw,1,0,1.0,1.0
iEOa6VM8zHg,0,0,0.0,0.0
iFmtPfMNol4,1,0,1.0,1.0
iPyVe4jx7rI,1,0,0.0,0.0
iU-kZznCqTE,1,0,1.0,1.0
iWSewFlU6o8,1,0,1.0,0.0
iZjpNbYrU4w,1,0,1.0,0.0
iqcLXLNE9oc,1,0,0.0,1.0
iqiz1Ctl6tA,1,0,1.0,1.0
j163VvTQ3q8,1,0,0.0,0.0
j2r44Plhj-Y,1,0,1.0,1.0
jIwUwGE9aX8,1,0,0.0,0.0
jPSl50VPOHI,0,0,1.0,0.0
jVcX_UfKD-E,0,0,1.0,1.0
jsLa9itfNFU,1,0,1.0,0.0
k2MCw4r2cBk,0,0,1.0,1.0
kGlGGqoF5-o,1,0,1.0,0.0
kOFVP0dPl-Q,1,0,0.0,0.0
kh2Nb0huvQs,0,0,1.0,0.0
khKxbCThvJI,1,0,1.0,1.0
krjuiYAzBkk,0,0,1.0,0.0
lWo1ZUKjKj4,1,0,1.0,1.0
lZl8tISca5E,1,0,0.0,0.0
llIfp6lVePI,1,0,1.0,1.0
lsAVcx-3sWs,1,0,1.0,1.0
m1eHAeYZYxk,0,0,1.0,1.0
m7qMAZ4ALKU,0,0,0.0,0.0
mGxPeSXNZs4,1,0,1.0,1.0
mTowOIbypHA,1,0,1.0,1.0
mWo-G3UQ-zU,1,0,1.0,1.0
me0zy_fuWyc,1,0,1.0,1.0
mxNW4Wrd-_Y,1,0,1.0,1.0
n-IKtQMpob0,1,0,1.0,1.0
n7g8aul7P_U,1,0,1.0,1.0
nAcy0QvN6k8,0,0,1.0,1.0
nBaT6tVEQAQ,1,0,0.0,1.0
nGpwOCgfxo4,1,0,1.0,1.0
nUh1z2VN55s,1,0,1.0,1.0
nV9JW3AHqfg,1,0,1.0,1.0
nXN-xHWxTLw,1,0,1.0,1.0
nhx78yRIBsQ,0,0,1.0,1.0
nmtmWZ7oUIY,1,0,1.0,1.0
nsWmEuW_NWI,1,0,1.0,1.0
o0WlzapSwN4,1,0,0.0,1.0
o1XNQs21gGA,1,0,1.0,0.0
o1iG80Cte4U,1,0,1.0,1.0
o46eZI0j_w4,1,0,1.0,1.0
oBzWEtWY--0,0,0,1.0,0.0
oFFAIe_38Ok,1,0,1.0,1.0
oMdwNFFftzk,0,0,1.0,1.0
oNr5TUvtdpQ,0,0,1.0,1.0
oS4VL7hjFKo,1,0,1.0,1.0
oTNmnqfuoEQ,1,0,1.0,1.0
oWT8_BOEtRk,1,0,0.0,0.0
ofLDgqgnzlg,1,0,1.0,0.0
ohGLSYxHFzg,0,0,0.0,0.0
ojpeeno-ppg,0,0,1.0,0.0
olA9HeRKAs4,1,0,1.0,1.0
onw0ie_Z4S4,1,0,1.0,1.0
opHxsx-GWuE,1,0,1.0,1.0
oyp_XInRObU,1,0,0.0,1.0
p3YhamjV-yU,1,0,1.0,1.0
pSvXNuTjJII,1,0,1.0,1.0
pXdclusBP0E,1,0,1.0,1.0
pdZFceZaiik,0,0,0.0,0.0
plNUfhcTJnI,0,0,0.0,0.0
prI4kVbD7_A,1,0,1.0,1.0
qLhKfH6om84,1,0,1.0,1.0
qN2kdsUuDp8,1,0,1.0,1.0
qRw4d4i1ZGU,1,0,1.0,1.0
qgnb3QLd01A,1,0,1.0,1.0
qkWLnyHua1g,1,0,1.0,0.0
qtwAEZnOgIw,0,0,1.0,1.0
qzklA8C6D74,0,0,1.0,1.0
rLWHUMOwCg4,0,0,1.0,1.0
rP05zGjuZu8,1,0,0.0,0.0
rX7g2i88HvI,1,0,1.0,1.0
roFq7UmFeFI,1,0,1.0,1.0
rrajxcaj5bw,0,0,0.0,0.0
rw0HCius2HM,1,0,1.0,1.0
s4ZVdc9sz2A,1,0,1.0,0.0
s9tpCo6yuMI,0,0,1.0,1.0
sAIZeb7RxSM,1,0,1.0,1.0
sCzlfHu2xSU,1,0,1.0,1.0
sHNM9CRbq5s,1,0,1.0,1.0
sYDMzXFdU0g,1,0,1.0,0.0
shX5xqZSAjk,1,0,1.0,1.0
skshT2TimrY,0,0,0.0,1.0
soniQyHK5Uc,1,0,1.0,1.0
szir6MfH8Lg,1,0,1.0,1.0
szxSYlfHGSE,1,0,1.0,1.0
t6_tl5yu-Ko,1,0,1.0,1.0
tDrKOe8cs_0,1,0,0.0,0.0
th-oxjfpsfc,1,0,1.0,1.0
tnj10J930i8,1,0,1.0,1.0
u1pg9QjrNzs,1,0,0.0,0.0
uKQ3BeBXV-I,1,0,1.0,1.0
uWhvUpcxaDI,1,0,1.0,1.0
uZMK2RTQIHE,1,0,0.0,1.0
uag1jIEuKTw,1,0,1.0,0.0
ue53qB4tfog,1,0,1.0,1.0
ufCSlPAmhI8,1,0,1.0,1.0
uo14qA9YNCM,1,0,1.0,1.0
utPr6EJm008,1,0,1.0,1.0
vAzY6Z3N_g8,1,0,1.0,1.0
vTbyIYG2DmM,1,0,1.0,1.0
vVNW1_QmgE0,0,0,1.0,1.0
vXxVFIgNTCE,1,0,1.0,0.0
vj-8ikMXPPk,1,0,1.0,0.0
vk3B1EmqhCM,1,0,0.0,0.0
vlkASwAkHaE,1,0,1.0,0.0
vqeDdme8V08,1,0,1.0,0.0
vxRLLRksj1c,1,0,1.0,1.0
w-g2ipm2li4,0,0,1.0,1.0
w4iz4OTCySM,1,0,1.0,0.0
wIriYWb0TCo,1,0,1.0,1.0
wJqS2kt5ers,1,0,1.0,1.0
wN4UayDUow8,0,0,1.0,1.0
wTLB9QOTw3w,0,0,1.0,1.0
wdY0jSBMY38,1,0,1.0,1.0
wtzLU1IziFg,1,0,1.0,1.0
wxFQwyQ1mzE,1,0,1.0,1.0
x39MwasbHvw,0,0,0.0,1.0
x49Yje5VGbc,1,0,1.0,1.0
x8_su3paw5o,1,0,1.0,1.0
x8p65U7Kisc,1,0,1.0,1.0
xJ2oD_70mT4,1,0,1.0,1.0
xJqhnoDUKj8,1,0,1.0,1.0
xNyxViXrghs,0,0,1.0,1.0
xSwfR3UYZ4E,1,0,1.0,1.0
xUV0eKlDJcY,0,0,1.0,0.0
xdOBwXBxffI,0,0,1.0,1.0
xe-tja-CDi4,1,0,1.0,1.0
xrBV2Q8Hf-A,0,0,1.0,1.0
xxfWYUq6QY0,1,0,1.0,1.0
xzM05BcEHPM,1,0,1.0,1.0
y52itv5tpDI,1,0,0.0,1.0
y9EwhX7uyZ0,1,0,0.0,0.0
yGurXfU0hEw,1,0,1.0,1.0
yZ2jdYoZeFw,1,0,1.0,1.0
ymNk_1T7HMM,1,0,1.0,1.0
ysNFfdkHnnM,1,0,1.0,1.0
yv_6ana0Pws,1,0,1.0,1.0
zJ99dU_mGCE,1,0,1.0,1.0
zOQSY5oUBqk,0,0,1.0,1.0
zrwWJL1iDug,0,0,1.0,1.0
--uQR16bKD8,0,1,1.0,1.0
-8wPY3vFR_A,1,1,1.0,1.0
-B-HaLGqQRM,1,1,0.0,1.0
-DGB139NQg8,1,1,0.0,1.0
-DgvdrXc3ko,0,1,1.0,1.0
-F8PZyqms3U,0,1,1.0,1.0
-O_E1UWn7uE,0,1,1.0,1.0
-OcOA2cE5w4,1,1,1.0,1.0
-SE6qHgJYm0,1,1,1.0,1.0
-UfkH83KeC8,1,1,1.0,1.0
-Y8KuNWQQ9Q,1,1,1.0,1.0
-Yy-KYj-lBw,1,1,1.0,1.0
-_y1b3X80EA,1,1,1.0,1.0
-a4HVaw8rNE,1,1,1.0,1.0
-cMlDHvdeWQ,1,1,1.0,1.0
-gOE6NWC-r0,0,1,1.0,1.0
-ks0hNR8blI,0,1,1.0,1.0
-mw-gyN054o,1,1,1.0,1.0
-oJFHEByRPw,1,1,1.0,1.0
-pSSzZZch8Y,1,1,1.0,1.0
-rUGADJf8MI,1,1,1.0,1.0
-vUZqrsBPvU,1,1,1.0,1.0
0037qEU7iHY,1,1,1.0,1.0
048MToVYJmI,0,1,1.0,1.0
04ZmEPOjrw4,1,1,0.0,1.0
05G3hfCd8O0,1,1,1.0,1.0
08hdxfjlMR4,1,1,1.0,1.0
0DNUVlGgTIo,1,1,0.0,1.0
0DQZxvbD-Es,1,1,1.0,1.0
0DfihOFKmzc,1,1,1.0,1.0
0F0LNR5OXwo,1,1,1.0,1.0
0GyVL3Jafks,1,1,1.0,1.0
0I1apTZu-2s,1,1,0.0,1.0
0K4NKzMNfCI,1,1,1.0,1.0
0KWHndFZ6mc,1,1,1.0,1.0
0M9uEVj9qx0,1,1,1.0,1.0
0OIf3CzjQVo,1,1,1.0,1.0
