video_id,label_AI,is_predicted_AI,label_human,is_predicted_human,Recommendation_gpt_5
U8ZVlKI_yoA,1,0,1,0,1
U8rCoDiRaxY,1,0,1,1,1
UOe4tcUhbQI,1,0,1,0,1
VF2pOnkAiZI,1,0,1,1,1
VIe3FDl2jDI,1,0,1,1,1
VSpY0JcwsD8,1,0,1,1,1
VdXEUCrhN9g,1,0,1,1,1
XWO5HKe7rzg,1,0,1,1,1
XozS9XFplVw,1,0,1,1,1
Y7oLbQk9fQA,1,0,1,1,1
YTVv5WpB0Jw,1,0,1,1,1
YydNvpjjijw,1,0,1,1,1
ZCpSiSS0Yv4,0,0,1,0,1
ZtWIXHzYfZ0,1,0,1,1,1
Ztb_992bNfg,1,0,1,1,1
_48-eWGtSZ8,1,0,1,0,1
_81nEFqWdgA,1,0,1,1,1
_PxV6FPN9XU,1,0,1,1,1
_o8JiiaCapU,1,0,1,1,1
_uYUiRBrAMk,1,0,1,1,1
a2kpXjTNMBE,1,0,1,1,1
aS3XEPPfNtU,1,0,1,0,1
bWihl0bVrXQ,1,0,1,1,1
cGuxBtvBl3I,1,0,1,1,1
cUQXqZObNzM,0,0,1,1,1
cVSSdly_m7A,1,0,1,0,1
dm5IRDCAr0Q,1,0,1,1,1
eOvY4ZOZiBI,1,0,1,1,1
edZkmdG0IAQ,1,0,1,1,1
fKyzKlYGZhA,1,0,1,0,1
fLjaSApoDac,1,0,1,1,1
fPyS5ma_7rM,1,0,1,0,1
gDICuN4uZdE,1,0,1,1,1
gOGDlasUm0Q,1,0,1,1,1
gSu_0TWRKTM,1,0,1,1,1
h6l3CB3boLA,1,0,1,0,1
hPaxCgWMlkU,1,0,1,1,1
huXg7JJwjfQ,1,0,1,1,1
hxgPkmy6BN4,1,0,1,1,1
iB4hAHyAByw,1,0,1,1,1
iEOa6VM8zHg,0,0,0,0,1
iFmtPfMNol4,1,0,1,1,1
iU-kZznCqTE,1,0,1,1,1
iWSewFlU6o8,1,0,1,0,1
iqcLXLNE9oc,1,0,0,1,1
j2r44Plhj-Y,1,0,1,1,1
jIwUwGE9aX8,1,0,0,0,1
jsLa9itfNFU,1,0,1,0,1
k2MCw4r2cBk,0,0,1,1,1
kGlGGqoF5-o,1,0,1,0,1
krjuiYAzBkk,0,0,1,0,1
lWo1ZUKjKj4,1,0,1,1,1
n-IKtQMpob0,1,0,1,1,1
nV9JW3AHqfg,1,0,1,1,1
nsWmEuW_NWI,1,0,1,1,1
o1XNQs21gGA,1,0,1,0,1
o46eZI0j_w4,1,0,1,1,1
oFFAIe_38Ok,1,0,1,1,1
ofLDgqgnzlg,1,0,1,0,1
olA9HeRKAs4,1,0,1,1,1
onw0ie_Z4S4,1,0,1,1,1
pXdclusBP0E,1,0,1,1,1
qLhKfH6om84,1,0,1,1,1
qRw4d4i1ZGU,1,0,1,1,1
qgnb3QLd01A,1,0,1,1,1
qkWLnyHua1g,1,0,1,0,1
rP05zGjuZu8,1,0,0,0,1
sHNM9CRbq5s,1,0,1,1,1
shX5xqZSAjk,1,0,1,1,1
t6_tl5yu-Ko,1,0,1,1,1
tnj10J930i8,1,0,1,1,1
uKQ3BeBXV-I,1,0,1,1,1
uag1jIEuKTw,1,0,1,0,1
vAzY6Z3N_g8,1,0,1,1,1
vTbyIYG2DmM,1,0,1,1,1
vVNW1_QmgE0,0,0,1,1,1
vXxVFIgNTCE,1,0,1,0,1
vj-8ikMXPPk,1,0,1,0,1
vlkASwAkHaE,1,0,1,0,1
vqeDdme8V08,1,0,1,0,1
wTLB9QOTw3w,0,0,1,1,1
wtzLU1IziFg,1,0,1,1,1
x49Yje5VGbc,1,0,1,1,1
x8p65U7Kisc,1,0,1,1,1
xSwfR3UYZ4E,1,0,1,1,1
xUV0eKlDJcY,0,0,1,0,1
xdOBwXBxffI,0,0,1,1,1
xxfWYUq6QY0,1,0,1,1,1
yZ2jdYoZeFw,1,0,1,1,1
yv_6ana0Pws,1,0,1,1,1
zJ99dU_mGCE,1,0,1,1,1
zOQSY5oUBqk,0,0,1,1,1
zrwWJL1iDug,0,0,1,1,1
--uQR16bKD8,0,1,1,1,1
-8wPY3vFR_A,1,1,1,1,1
-OcOA2cE5w4,1,1,1,1,1
-UfkH83KeC8,1,1,1,1,1
-_y1b3X80EA,1,1,1,1,1
-cMlDHvdeWQ,1,1,1,1,1
-gOE6NWC-r0,0,1,1,1,1
-pSSzZZch8Y,1,1,1,1,1
04ZmEPOjrw4,1,1,0,1,1
05G3hfCd8O0,1,1,1,1,1
0DNUVlGgTIo,1,1,0,1,1
0DQZxvbD-Es,1,1,1,1,1
0DfihOFKmzc,1,1,1,1,1
0F0LNR5OXwo,1,1,1,1,1
0GyVL3Jafks,1,1,1,1,1
0SdnZ5Oe6wU,1,1,1,1,1
0Zp7uPIyllo,1,1,1,1,1
0_gFDk3K3J8,1,1,1,1,1
0w2Lo_nYRPs,0,1,1,1,1
12Ec8VFBBJU,0,1,1,1,1
14IPpNZKpGw,0,1,1,1,1
1N6kqKjpGX4,1,1,1,1,1
1RNZCQZ0Jc8,0,1,0,1,1
1hsP3HxFspI,1,1,1,1,1
1tRL-3tDG4M,1,1,1,1,1
1x16GljWewo,1,1,1,1,1
255fQTWPjLc,1,1,1,1,1
2Ife8c6RHls,1,1,0,1,1
2QKwDGlpVBo,1,1,1,1,1
2ZhrOUAH-Ms,1,1,1,1,1
2b5H5dfDkpQ,1,1,1,1,1
2pdhKw7-Bcw,1,1,1,1,1
38H0DS1tEow,1,1,1,1,1
3A5st5NlSb8,1,1,1,1,1
3F3KdExu3Is,1,1,1,1,1
3YHRys57nVI,1,1,1,1,1
3YY_2TSC1kY,1,1,1,1,1
3e6Ok8BFqYo,1,1,1,1,1
3iGLfS5PRyY,1,1,1,1,1
3ihszthnayg,0,1,1,1,1
3oRTawBYIDk,1,1,1,1,1
3thMvCaALDc,0,1,1,1,1
3xBoVClIOXs,1,1,1,1,1
43PWKVRHdHU,1,1,1,1,1
4DhN2CpNWzY,1,1,1,1,1
4EBUSmSh9Ew,1,1,1,1,1
4Hch-iQuCgw,1,1,1,1,1
4Zxvm3MSb8k,1,1,1,1,1
4ieT1N2B_Ww,1,1,1,1,1
4s_XF3NJTvA,1,1,1,1,1
4w6__b_TV4Y,1,1,1,1,1
57E0mZvygpc,1,1,1,1,1
5ACyY3UzLYA,1,1,1,1,1
5CMjNnn9Qds,1,1,0,1,1
5M9tz38lrvQ,1,1,1,1,1
5bEVFzJQNIQ,1,1,1,1,1
5bv82bVnm2Q,1,1,1,1,1
5z5tS427w3M,1,1,1,1,1
5zVO8qosRu0,1,1,1,1,1
6-0CvKbDtPs,1,1,1,1,1
60nv9HR7l3c,0,1,1,1,1
62TiP9HlXNk,1,1,1,1,1
65-pbNnw6lA,1,1,1,1,1
66Uv-ZwBY88,1,1,1,1,1
6Pdbj_7rOKo,0,1,1,1,1
7F5l2P1cp2A,1,1,1,1,1
7flEoSSNGsY,1,1,1,1,1
7icHN2_qfig,0,1,1,1,1
8AdKbX3LLiM,0,1,1,1,1
8C-exOYRY4Q,1,1,1,1,1
8JCO70bph6s,1,1,1,1,1
8Loq9oE72TY,1,1,0,1,1
8eAgLpIHcrc,0,1,1,1,1
8hiQql7YoZk,1,1,1,1,1
98pNrNp6fOE,1,1,1,1,1
9ABIVusbOgg,0,1,1,1,1
9AMz_ZS9X2A,1,1,1,1,1
9E_XTiyK5sE,0,1,1,1,1
9LCl9pjTVRY,0,1,1,1,1
9eX0-Sy38Fk,0,1,1,1,1
9mJExw9ARAA,1,1,1,1,1
9ul6iIbCPQI,0,1,1,1,1
ABm8iW5eWC8,1,1,1,1,1
AD2RtJPAhIU,1,1,1,1,1
AMkNYaXhhvU,1,1,1,1,1
AT7I5CFyKac,1,1,1,1,1
AaOZzqkbtN0,1,1,1,1,1
AhN5Z5pfWW4,1,1,1,1,1
AkxVxcwk89g,1,1,1,1,1
AumWr7lU0mM,1,1,1,1,1
AwXputSuVeo,1,1,1,1,1
B1hXPL7pgvs,1,1,1,1,1
BG6rRen2Mi0,1,1,1,1,1
BI5cMK2tySM,1,1,1,1,1
BUERgWp34o4,0,1,1,1,1
BanIGqOoEi0,1,1,1,1,1
BiGv2f9L5Fs,1,1,1,1,1
Bow5eOa8Jcg,1,1,1,1,1
BsFn6tNQEo4,1,1,1,1,1
C0jGfS0IeUY,0,1,1,1,1
C0z6CudidMU,1,1,1,1,1
C9eH-xmTB8g,0,1,1,1,1
COpe6DZjy8M,1,1,1,1,1
CVZBa7yBuh4,1,1,1,1,1
Cel78LhQ04w,1,1,1,1,1
CnJRnAiMkZY,1,1,1,1,1
Cp59BCMVHHc,1,1,1,1,1
CxlvqzrVpAk,1,1,1,1,1
CyS8ECTMQN4,1,1,1,1,1
D1kDysDeGNc,1,1,1,1,1
D2amWNJM3Qc,1,1,1,1,1
D8NFBRebBv0,1,1,1,1,1
DOu9IuNkObw,1,1,1,1,1
DcgXXxLHyCE,1,1,1,1,1
DehY-Be783M,1,1,1,1,1
DgoVKIkCKEQ,1,1,1,1,1
Dj1SzImT_yI,0,1,1,1,1
DjkmLsl3K8A,1,1,1,1,1
E-wOxOakE8A,1,1,1,1,1
EBJrZIi6tsU,1,1,1,1,1
EFpLTuvsvW8,0,1,1,1,1
EIItnkDehow,1,1,1,1,1
ERz9My_l8XM,1,1,1,1,1
EcBsjSBS_1Q,1,1,1,1,1
Eeo6m0Gzicw,1,1,1,1,1
EgVeZX8rZdc,1,1,1,1,1
Ewcgp-iYiUc,0,1,1,1,1
Ewq5GelNV1E,0,1,1,1,1
EyErv_J7goQ,1,1,1,1,1
Eydrd2P_iGY,1,1,1,1,1
FIYJEMZN8D8,1,1,1,1,1
FKLSOqm8c6k,1,1,1,1,1
FO7gVvl38Fw,1,1,0,1,1
FaLTTq6LKWM,1,1,1,1,1
FbCumsphfIs,1,1,1,1,1
G44-ul_xF4Y,1,1,1,1,1
G55tlheAfAg,1,1,1,1,1
G5S3DQiqjGo,1,1,1,1,1
G8xkRNuzVWs,1,1,1,1,1
GLGKMbJL0zY,1,1,1,1,1
GjwguQgnCK0,1,1,1,1,1
Gl1fRdQ4Xg0,1,1,1,1,1
GtiPkAuoaTc,0,1,1,1,1
H5aM9a60eLM,1,1,1,1,1
HFA-BERo0a0,1,1,1,1,1
HHEkAReLt0A,1,1,1,1,1
HKTeAOiByLw,1,1,1,1,1
HLYe_UsgtVQ,0,1,1,1,1
HTOrcXnOvQM,1,1,1,1,1
Hc80DpVlVYY,1,1,1,1,1
Hn5TItBcsLI,0,1,1,1,1
Hni-1dESzQc,1,1,1,1,1
HpZWaKoSMsI,0,1,1,1,1
HySh85IZS5E,1,1,1,1,1
IJW1nCE7-t0,1,1,1,1,1
IVEWHlxrf5c,0,1,1,1,1
Ig_M3CQMcRM,1,1,1,1,1
IgvyQDh83F8,1,1,1,1,1
IlhqEf8EOCg,1,1,1,1,1
ItXLYLMrw4Y,1,1,1,1,1
J0MfQRQTUWU,1,1,1,1,1
JDNV3vxfPOA,1,1,1,1,1
JIXkf_i3kG0,1,1,1,1,1
JUx30vdQXeE,1,1,1,1,1
JW4lIySlfPo,1,1,1,1,1
JZAwgkuh6A4,1,1,1,1,1
JeyxWy-Q3z8,1,1,1,1,1
Ji7TURuEBaE,1,1,1,1,1
JoAceYLK6g8,1,1,1,1,1
JtHDbQ4vHyM,0,1,1,1,1
Jxb8RVrgjQo,0,1,1,1,1
JxgcABT3jVM,0,1,1,1,1
K5IsxDcxM14,1,1,1,1,1
KLWMelePHsk,1,1,1,1,1
KPDmx9BwEAs,1,1,1,1,1
KdthH0rGjsE,1,1,1,1,1
KmQ1gKpNkoQ,1,1,1,1,1
Kr3YhFavSlk,0,1,1,1,1
KtnenSnI-TA,1,1,1,1,1
KyhnIuouFeQ,1,1,1,1,1
L-7NqjKqqb8,1,1,1,1,1
L0ES-Z0Tjr0,0,1,1,1,1
L2ygtcDElwY,1,1,1,1,1
L4xV-OqEKpA,0,1,0,1,1
L9urG01PmmA,0,1,1,1,1
LSlzbi2jOG8,1,1,1,1,1
LVD_89gRUpA,1,1,1,1,1
LW8xpMrucOk,1,1,1,1,1
L_dCXo8a3Z0,1,1,1,1,1
LbUCLSRKiS4,1,1,1,1,1
LcBaW2csTjo,1,1,1,1,1
LenqxLARhmU,1,1,1,1,1
LhcB_CNrDAs,1,1,1,1,1
LmZp4qBz7iM,1,1,1,1,1
LoXsufqM_F8,1,1,1,1,1
LsYFZiJM94E,1,1,1,1,1
LtUx9edYcK0,0,1,1,1,1
LvR1RxAeb5E,1,1,1,1,1
LwRaOcBxkpc,1,1,1,1,1
M7-FQ9W3K90,1,1,1,1,1
MBKPrbzDPHQ,1,1,1,1,1
MOdmXje8BIc,1,1,1,1,1
McEpJ7Dm1Rw,1,1,1,1,1
Mk9bCyhLx5w,0,1,1,1,1
MmOc_I2Jyvk,1,1,1,1,1
MqzkuanJjRw,1,1,1,1,1
NGfWLmppEsQ,1,1,1,1,1
NUvVPjmSASI,0,1,1,1,1
NV5Lh1QsoQE,1,1,1,1,1
NeqmyJ_TK2U,1,1,1,1,1
NjGBk1DSv5Q,1,1,1,1,1
Ns8SHmyVMwU,1,1,1,1,1
O1eVLFX1CCc,0,1,1,1,1
O9NsmoRrcbw,0,1,1,1,1
OIabcrqiNC0,1,1,1,1,1
OVk4YXwJp98,1,1,1,1,1
Oh3S03t9VZ4,1,1,1,1,1
OqzieBZoqKc,1,1,1,1,1
Ov7xYrPNd1U,1,1,1,1,1
P1MfH2QpCxQ,1,1,1,1,1
P5yuETMKLq0,1,1,1,1,1
PBzMMGvy3ME,1,1,1,1,1
PFrw54njj48,1,1,1,1,1
PPlFZ9m7sRs,1,1,1,1,1
PTPIEyI50Ko,1,1,1,1,1
PYpGIl443b4,1,1,1,1,1
PdX4VA2dNMs,0,1,1,1,1
PeHf-_LFW58,0,1,1,1,1
PhVSxGhH92s,0,1,1,1,1
PrE6DnQkjdk,0,1,1,1,1
PsEu3F5PnBM,1,1,1,1,1
PxALYSzud2s,1,1,1,1,1
PybtdiEjJHE,1,1,1,1,1
Q3NIDPxv1FE,1,1,1,1,1
Q4vdkCf7Xwg,1,1,1,1,1
Q7AmST-zobk,0,1,1,1,1
QLdIEi7IGl8,1,1,1,1,1
QNOM2D-8HTQ,1,1,1,1,1
QPGH2cP4WGQ,0,1,1,1,1
QQK1zR6rUX4,1,1,1,1,1
QR_xbxJoEFY,1,1,1,1,1
QTXUASOFP4c,1,1,1,1,1
QfDjjQ2f8HU,1,1,1,1,1
QmvPGSmuUQg,0,1,1,1,1
Qu0HUsfzsmc,1,1,1,1,1
REO7QameDRM,0,1,1,1,1
RP7clFVsYsk,0,1,1,1,1
RXk8Yh_Fecc,1,1,1,1,1
RcyIgDT1eYk,0,1,1,1,1
RewGkXkOPto,0,1,1,1,1
RgXVbmUZmHk,1,1,1,1,1
Riuu_1EL75s,0,1,1,1,1
RpiwRRDU8Mg,1,1,1,1,1
RzVItPnUGg0,0,1,1,1,1
S0NReOVUwOg,1,1,1,1,1
S1vxtWLZW40,1,1,1,1,1
S400x_NWsHw,1,1,1,1,1
S8BCExUiu6w,1,1,1,1,1
S8EUEQSxB7o,1,1,1,1,1
SHdlRVRYKJw,1,1,1,1,1
SNcbcu44LMo,1,1,1,1,1
SVym7iEvqgI,1,1,1,1,1
SgjZdWPkHs0,0,1,1,1,1
SlHROgv-iQw,1,1,1,1,1
Sq0_pr3-pXo,1,1,1,1,1
SuKGF6Fne3E,1,1,0,1,1
SvPxHFliDWU,1,1,1,1,1
SxJhxrfxOd8,1,1,1,1,1
T-jRjQU_wN4,1,1,1,1,1
TCCNNatgIMM,1,1,1,1,1
TGlbtCyHaps,1,1,1,1,1
TOSxmXVgyPs,1,1,1,1,1
TQe6fG94CdM,1,1,1,1,1
Tdb8Bu9NiA4,1,1,1,1,1
TiR0pUDxW_k,0,1,1,1,1
TozxLuVzNGo,1,1,1,1,1
Tp8ulbGjexM,1,1,1,1,1
TrOIC3_T-U8,1,1,1,1,1
TrlHEjjQnzc,1,1,1,1,1
TuOhHWvjums,1,1,1,1,1
TyYdJ6nrGWw,1,1,1,1,1
U0UE68qHkGI,1,1,1,1,1
U2yNHKvfwiI,1,1,1,1,1
U3BRITHqZzo,1,1,1,1,1
UOjc-2v51rY,1,1,1,1,1
UloLVGxzNt4,1,1,1,1,1
Uqg0B3qQzOE,1,1,1,1,1
UtSG_Vok1vA,0,1,1,1,1
Uzh2zyf7ilk,0,1,1,1,1
V7UfP6zZ-EA,1,1,1,1,1
VCHO9B1TtfY,1,1,1,1,1
VPoqpeog2Wc,1,1,1,1,1
VV8JrW-VGuo,1,1,1,1,1
VVR60zcS9L4,1,1,1,1,1
VX1n7tY6F2E,1,1,1,1,1
VamIKPgN88Y,1,1,1,1,1
VbWzuBZRlQw,1,1,1,1,1
VdO40cCjoQw,1,1,1,1,1
VphCXPjTx8U,1,1,1,1,1
Vr9PCS9VERQ,1,1,1,1,1
VrIxRfWDOm8,1,1,1,1,1
VrwVGMAD48o,1,1,1,1,1
W5G1EQagZGg,1,1,1,1,1
W8bezLf7V3w,1,1,1,1,1
WDqN_sMBccE,1,1,1,1,1
WGgBMkqgT3U,1,1,1,1,1
WI1vbFb4q8Y,1,1,1,1,1
WqHXsxCdGXA,1,1,1,1,1
WyAFVjTrDlA,1,1,1,1,1
X2LY1h8tDU8,1,1,1,1,1
X755mvCm3ms,1,1,1,1,1
XBE8AkDCUoY,1,1,1,1,1
XFWAmyW7Tis,1,1,1,1,1
XHwfo2fVyWI,1,1,1,1,1
XOK6ODKS3jQ,0,1,1,1,1
XSn6Cra_QAs,1,1,1,1,1
XUKnGMhkDKM,1,1,1,1,1
XbqBwaPeQLE,0,1,1,1,1
XgcFNAC_YZ4,0,1,1,1,1
Xsuvh6tCMUM,1,1,1,1,1
XszJGQzTb40,1,1,1,1,1
Xv3NX1p5Oa8,1,1,1,1,1
Xvxu3D8bwtU,1,1,1,1,1
Y0ACcA3U6c8,1,1,1,1,1
Y0pu63ruzrA,1,1,1,1,1
YCQD5T_uOv0,1,1,1,1,1
YDKO2pC5B_U,1,1,1,1,1
YQEAwTFytRo,1,1,1,1,1
YQllW2v1eUs,1,1,1,1,1
YUwhlxbA6rM,1,1,1,1,1
YZ6G_ubc7BQ,1,1,1,1,1
Y_bDvmxlFBk,1,1,1,1,1
YaEg5HLEnP4,0,1,1,1,1
Yn8acPibhc8,1,1,1,1,1
Z1KAFKngyaY,1,1,1,1,1
ZQMPrAzm-7o,1,1,1,1,1
ZXy747Diy88,1,1,1,1,1
Zag8OJlZurM,1,1,1,1,1
ZruVB0R5sZ0,1,1,1,1,1
_D0wHa7h5r4,1,1,1,1,1
_DeZLJVuWwg,1,1,1,1,1
_G9L_4Ya9KA,1,1,1,1,1
_GSS0ymIBLk,0,1,1,1,1
_MOQHBqNNAw,0,1,1,1,1
_Mu03-Iw6a4,0,1,1,1,1
_ThKl9iS0T8,1,1,1,1,1
_ZNlepuqh7I,1,1,1,1,1
_hf6ifp_aDs,1,1,1,1,1
_hg0OdMXyvU,1,1,1,1,1
_kEoo15YIQk,1,1,1,1,1
a3WGt0il-Jo,1,1,1,1,1
a4TfHNAxzYU,1,1,1,1,1
a8RDH7FhYJo,1,1,1,1,1
aDacxSZ5tZc,1,1,1,1,1
aEpxwapu7O4,0,1,1,1,1
aEwhaAvmpqs,1,1,1,1,1
aSLcq2HuHzE,0,1,1,1,1
akO5xf0YWnw,1,1,1,1,1
apC6XI2OfWk,1,1,1,1,1
b9CMn7YFNxo,1,1,1,1,1
bNsW80_Q9DQ,1,1,1,1,1
b_txypQJuRU,1,1,0,1,1
bmNYe2zVoLo,1,1,1,1,1
braFMh1nvuk,1,1,1,1,1
brt92Qj1EFc,1,1,1,1,1
bzzqfoA9WU4,1,1,1,1,1
cBbwWg5kqFM,1,1,1,1,1
cBgvxv8dCI0,1,1,1,1,1
cComQ8cbixY,0,1,1,1,1
cLEbL7JbVQI,1,1,1,1,1
cQxD_bpFZNI,1,1,1,1,1
cTvjy-1Uzok,1,1,1,1,1
cXU93UolNpc,1,1,1,1,1
cYAc-HqBgmo,1,1,1,1,1
cdVvu9eIAeo,1,1,1,1,1
ceUW5aIh4b0,1,1,1,1,1
cibyGjzyYNk,1,1,1,1,1
cp9XZ-HxZs0,0,1,1,1,1
crIsjsu0FNw,1,1,0,1,1
cuKPRygRgDQ,1,1,1,1,1
d0xbZnf98JA,1,1,1,1,1
d4AwqixONAQ,1,1,1,1,1
dCTzM-9_-nI,1,1,1,1,1
dRTsa5FJDHg,1,1,1,1,1
dVdKV9qW2wc,1,1,1,1,1
dZYwuIwcIZE,1,1,1,1,1
dcbekI8JwgE,0,1,1,1,1
dfTkvCaznwI,1,1,1,1,1
dnzdkcByXKo,0,1,1,1,1
e24G8B2ho_o,1,1,1,1,1
e6SRF_2D2ns,1,1,1,1,1
eD_m2dVnjqk,1,1,1,1,1
eIBcF1cbMyc,1,1,1,1,1
ePlYxTJ3w3Q,1,1,1,1,1
e_6-QGoeDDc,1,1,1,1,1
eevYyHrXEsk,1,1,1,1,1
eoKUuwJnkBo,1,1,1,1,1
eoRauYjvl6s,1,1,1,1,1
esZMkvNBgsk,1,1,1,1,1
evRqX1EdSnM,1,1,1,1,1
ezBg1vX0Ozg,0,1,1,1,1
f4bW9exS6vY,1,1,1,1,1
fFb68ZuG4OY,1,1,1,1,1
fIx85pw7TH8,1,1,1,1,1
fIzPJ2zuthM,1,1,1,1,1
fIzS4dNgfkM,1,1,1,1,1
fPRbE9IShhI,1,1,1,1,1
fe2aFYdxYUY,1,1,1,1,1
fol7E4bQFMQ,1,1,1,1,1
fquiIxZgk4s,1,1,1,1,1
fvMYt_aX6iY,1,1,1,1,1
g25kuBQhxlY,1,1,1,1,1
g7QWHcXk5r8,1,1,1,1,1
g9m0qNp71ec,1,1,1,1,1
gOuSLw0yt5Y,1,1,1,1,1
gZruWtIqUY0,0,1,0,1,1
gb0gwJV1kY8,1,1,1,1,1
ggug7D_Pz3A,1,1,1,1,1
guV2fPWwYoA,1,1,1,1,1
gusncb4G2Hk,1,1,1,1,1
gutRhgx8yQo,1,1,1,1,1
gz2eOc5R3SM,1,1,1,1,1
h1yZnI6RboU,0,1,1,1,1
h23yA4vs37s,0,1,1,1,1
h3jfQGH9U0Y,0,1,1,1,1
hEWzGcYHjJA,0,1,1,1,1
hIue8HkdWQM,1,1,1,1,1
hbrFLzbVFTA,0,1,1,1,1
hcxOtu0Vuyk,1,1,1,1,1
hmtG0ncFM2o,0,1,1,1,1
hsgQ_oZP_VM,1,1,1,1,1
hvUoPfUY5ao,1,1,1,1,1
hzJlNXJLxWc,1,1,1,1,1
i4tMkjl0uwI,0,1,1,1,1
