video_id,label
HJCRWBLEWAM,0.90454545455
HggDQUjOnDQ,0.7979797980000001
IFLM_lpiS70,0.7
IkBMQ2QTmfc,0.95
IrgOE0B8xIw,0.85454545455
JNjH39gHIww,0.9545454545500001
JS0-opsKPPw,0.74242424245
JY8Dp1pKx1U,1.0
Ja3qDHvAXnU,0.7272727273
K69DQUq-HGo,0.9
KIvYlZ_HaEA,0.8181818182
Ke-PedBEhpk,0.9545454545500001
LZH5EQAfBVY,0.6363636364
Lp1eghw7_7Q,0.898989899
LpiytTB4ZG4,0.9545454545500001
MeSYFx7ends,1.0
MhXkknPC_vc,0.9545454545500001
NGr8q36Cmj8,0.5909090909500001
O298tg7_GQs,0.8181818182
OLKfH44FVk0,0.74242424245
OiRnjmQUylQ,0.8045454545499999
OkHESl_I2O8,0.85454545455
PLDHbo9nQGY,0.8181818182
PnnuV7NCzow,0.6060606061
Q88c7drpQrw,1.0
QPj6e1aqiB0,1.0
QapEAECWcJY,0.9
RLz_PVzRb8o,0.86363636365
Ra_OdIPXdqE,0.90454545455
S3CegUhEd7Y,1.0
SdH-IhgHD8U,0.8590909091000001
Sr4ybaI4y6M,0.5555555556
SuHkwjqlGEg,0.75
Svuy0sjpP2A,0.4444444444
TelxHyKXGgw,0.9545454545500001
U8ZVlKI_yoA,0.85353535355
V0yazJUTlb4,0.74242424245
V3O_FpF4ggo,0.8090909091
VGZRMHA4ics,0.45
VOfqGYNxFs4,1.0
VpSQoQK_Wek,1.0
WZxopWCd9C0,0.9090909091
Xa-iEHml8nc,0.6666666667
ZCpSiSS0Yv4,0.9545454545500001
ZXqnSAxv99M,0.8
_48-eWGtSZ8,0.9545454545500001
_kwtFLe2VQQ,0.8571428571
a4ibn9IVChI,1.0
a7gJ73YIz40,0.95
aKmcTOY4N0M,1.0
aS3XEPPfNtU,0.81363636365
bvCRH0A6kxY,0.595959596
cVSSdly_m7A,0.85353535355
cWbZbyLmY5Q,0.7727272727500001
d46WEOlnuVg,0.8831168831
f-Uf0XUMqO0,0.7803030303
fKyzKlYGZhA,1.0
fMuGNy2oCzI,0.5555555556
fPyS5ma_7rM,0.95
gOLAVmFflgg,0.8333333333
gt-AVLJGYnA,0.85454545455
h6l3CB3boLA,1.0
i1Tb5gfymfU,0.74242424245
iPyVe4jx7rI,0.696969697
iWSewFlU6o8,1.0
iZjpNbYrU4w,0.8181818182
idX2wd0HY30,0.7979797980000001
jPSl50VPOHI,0.84343434345
jRivbMime1s,0.94444444445
jsLa9itfNFU,1.0
kGlGGqoF5-o,1.0
kOFVP0dPl-Q,0.7979797980000001
kh2Nb0huvQs,0.86363636365
krjuiYAzBkk,1.0
kv3PN9sti9Y,0.90454545455
lGktTbcUu3E,0.8840909091
lZl8tISca5E,0.696969697
lvSks9_fu0A,0.7590909091
m7qMAZ4ALKU,0.6681818182
mPwX8P6EL4s,0.5555555556
o1XNQs21gGA,1.0
oBzWEtWY--0,0.8181818182
oWT8_BOEtRk,0.5777777778
obss0_8xIBs,1.0
oc6vCBmvrzk,0.85454545455
ofLDgqgnzlg,1.0
ohGLSYxHFzg,0.7979797980000001
ojpeeno-ppg,1.0
pdZFceZaiik,0.595959596
pn7x1GLjyoE,0.86363636365
qkWLnyHua1g,0.9090909091
rVyQbCtRKeA,0.8181818182
rrajxcaj5bw,0.7727272727500001
rwFOG_rk4Nk,0.95
s4ZVdc9sz2A,0.898989899
sYDMzXFdU0g,0.84343434345
szMgN68kijg,1.0
u1pg9QjrNzs,0.61363636365
uag1jIEuKTw,0.86363636365
vXxVFIgNTCE,0.9090909091
voEQjWvxBRM,0.675
vqeDdme8V08,0.8831168831
w4iz4OTCySM,0.8
wiziIhGjUHA,0.5555555556
xUV0eKlDJcY,0.8181818182
zgb8yOYYc68,0.6666666667
zqNTr084XTk,0.9090909091
